exercise_id,external_id,name,category,existing_movement_pattern,proposed_movement_pattern,existing_primary_muscles,existing_secondary_muscles,primary_muscles,secondary_muscles,involved_muscles,unmapped_muscle_labels,proposed_volume_credits,volume_policy,primary_assignment,equipment,laterality,measurement_type,exercise_kind,fatigue_cost,skill_demand,program_roles,default_rep_min,default_rep_max,warmup_eligible,power_eligible,ramp_eligible,cooldown_eligible,review_required,review_reason,confidence,provenance,demand_notes
master:131,131,Copenhagen Plank,Prehab,other,core_anti_lateral_flexion,adductors,,adductors,obliques; abs,adductors; obliques; abs,,adductors:1,strength_hypertrophy,assigned,Bodyweight,unilateral,time,isolation,medium,medium,isolation; accessory,15,40,false,false,false,true,true,dual_identity_adductor_and_anti_lateral_flexion,review,builtiq_master | master_movement=Adduction Isometric | quality_pass_BIQ-0212 | review_only_not_applied,Adductor-biased side-support hold. Not a front-plank anti-extension drill.; isolation core anti lateral flexion; medium fatigue; medium skill; unilateral; time measurement; volume policy strength_hypertrophy; hypertrophy credits adductors:1
master:224,224,Cossack Squat,Mobility/Strength,squat,other,adductors,,,adductors; quads; glutes,adductors; quads; glutes,,,zero_non_hypertrophy,none_intentional,Bodyweight,unilateral,reps,isolation,low,low,warmup; isolation; accessory,1,8,true,false,false,true,false,,high,builtiq_master | master_movement=Lateral Squat | quality_pass_BIQ-0212 | review_only_not_applied,isolation other; low fatigue; low skill; unilateral; reps measurement; volume policy zero_non_hypertrophy; no hypertrophy primary by design; zero hypertrophy volume credit
master:179,179,Crab Walk,Conditioning,other,other,triceps,,,triceps; glutes; abs,triceps; glutes; abs,,,zero_non_hypertrophy,none_intentional,Bodyweight,bilateral,distance,isolation,low,medium,accessory,20,40,false,false,false,false,false,,high,builtiq_master | master_movement=Locomotion | quality_pass_BIQ-0212 | review_only_not_applied,isolation other; low fatigue; medium skill; bilateral; distance measurement; volume policy zero_non_hypertrophy; no hypertrophy primary by design; zero hypertrophy volume credit
master:101,101,Crunch,Core,other,core_flexion,abs,,abs,,abs,,abs:1,core,assigned,Bodyweight,bilateral,reps,isolation,low,medium,isolation; accessory,8,15,false,false,false,false,false,,high,builtiq_master | master_movement=Spinal Flexion | quality_pass_BIQ-0212 | review_only_not_applied,isolation core flexion; low fatigue; medium skill; bilateral; reps measurement; volume policy core; hypertrophy credits abs:1
master:201,201,Curtsy Lunge,Unilateral,squat,lunge,glutes,,glutes,quads; adductors,glutes; quads; adductors,,glutes:1; quads:0.5,strength_hypertrophy,assigned,Bodyweight,unilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Lunge | quality_pass_BIQ-0212 | review_only_not_applied,"compound lunge; medium fatigue; medium skill; unilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits glutes:1, quads:0.5"
master:196,196,Cyclist Squat,Accessory,squat,squat,quads,,quads,glutes,quads; glutes,,quads:1; glutes:0.5,strength_hypertrophy,assigned,Dumbbell,bilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Squat | quality_pass_BIQ-0212 | review_only_not_applied,"compound squat; medium fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits quads:1, glutes:0.5"
master:96,96,Dead Bug,Core Control,other,core_anti_extension,abs,,abs,hip_flexors,abs; hip_flexors,,abs:1,core,assigned,Bodyweight,bilateral,reps,isolation,low,medium,isolation; accessory,8,15,false,false,false,false,false,,high,builtiq_master | master_movement=Anti-Extension | quality_pass_BIQ-0212 | review_only_not_applied,isolation core anti extension; low fatigue; medium skill; bilateral; reps measurement; volume policy core; hypertrophy credits abs:1
master:237,237,Dead Hang,Isometric,vertical_pull,other,,,,forearms; lats,forearms; lats,,,zero_non_hypertrophy,none_intentional,Bodyweight,bilateral,time,isolation,low,medium,warmup; accessory,15,45,true,false,false,false,false,,high,builtiq_master | master_movement=Hang | quality_pass_BIQ-0212 | review_only_not_applied,isolation other; low fatigue; medium skill; bilateral; time measurement; volume policy zero_non_hypertrophy; no hypertrophy primary by design; zero hypertrophy volume credit
master:71,71,Deadlift,Compound,hinge,hinge,glutes,,glutes,hamstrings; quads; abs,glutes; hamstrings; quads; abs,Back,glutes:1; hamstrings:0.5,strength_hypertrophy,assigned,Barbell,bilateral,reps,compound,high,medium,primary; secondary,5,10,false,false,true,false,false,,medium,builtiq_master | master_movement=Hinge | quality_pass_BIQ-0212 | review_only_not_applied,"compound hinge; high fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits glutes:1, hamstrings:0.5"
master:3,3,Decline Press,Compound,horizontal_push,horizontal_push,chest,,chest,triceps; front_delts,chest; triceps; front_delts,,chest:1; triceps:0.5; front_delts:0.5,strength_hypertrophy,assigned,Barbell,bilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Horizontal Push | quality_pass_BIQ-0212 | review_only_not_applied,"compound horizontal push; medium fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits chest:1, triceps:0.5, front_delts:0.5"
master:8,8,Decline Push-Up,Bodyweight,horizontal_push,horizontal_push,chest,,chest,triceps; front_delts; abs,chest; triceps; front_delts; abs,,chest:1; triceps:0.5; front_delts:0.5,strength_hypertrophy,assigned,Bodyweight,bilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Horizontal Push | quality_pass_BIQ-0212 | review_only_not_applied,"compound horizontal push; medium fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits chest:1, triceps:0.5, front_delts:0.5"
master:225,225,Deep Squat Hold,Mobility,rotation,other,,,,hip_flexors; quads; adductors,hip_flexors; quads; adductors,,,zero_non_hypertrophy,none_intentional,Bodyweight,bilateral,time,isolation,low,low,warmup; isolation; accessory,20,45,true,false,false,true,false,,high,builtiq_master | master_movement=Squat Mobility | quality_pass_BIQ-0212 | review_only_not_applied,isolation other; low fatigue; low skill; bilateral; time measurement; volume policy zero_non_hypertrophy; no hypertrophy primary by design; zero hypertrophy volume credit
master:9,9,Dip,Compound,vertical_push,vertical_push,chest,,chest,triceps; front_delts,chest; triceps; front_delts,,chest:1; triceps:0.5,strength_hypertrophy,assigned,Bodyweight,bilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Vertical Push | quality_pass_BIQ-0212 | review_only_not_applied,"compound vertical push; medium fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits chest:1, triceps:0.5"
master:210,210,Donkey Calf Raise,Isolation,other,calf_raise,calves,,calves,,calves,,calves:1,strength_hypertrophy,assigned,Machine,bilateral,reps,isolation,low,low,isolation; accessory,8,15,false,false,false,false,false,,high,builtiq_master | master_movement=Plantar Flexion | quality_pass_BIQ-0212 | review_only_not_applied,isolation calf raise; low fatigue; low skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits calves:1
master:227,227,Doorway Pec Stretch,Mobility,rotation,other,chest,,,chest; front_delts,chest; front_delts,,,zero_non_hypertrophy,none_intentional,Bodyweight,bilateral,reps,isolation,low,low,warmup; isolation; accessory,1,8,true,false,false,true,false,,high,builtiq_master | master_movement=Shoulder Extension Mobility | quality_pass_BIQ-0212 | review_only_not_applied,isolation other; low fatigue; low skill; bilateral; reps measurement; volume policy zero_non_hypertrophy; no hypertrophy primary by design; zero hypertrophy volume credit
master:247,247,Elliptical,Cardio,other,other,,,,quads; glutes,quads; glutes,,,zero_non_hypertrophy,none_intentional,Elliptical,bilateral,time,isolation,low,medium,accessory,180,600,false,false,false,false,false,,high,builtiq_master | master_movement=Cardio | quality_pass_BIQ-0212 | review_only_not_applied,isolation other; low fatigue; medium skill; bilateral; time measurement; volume policy zero_non_hypertrophy; no hypertrophy primary by design; zero hypertrophy volume credit
master:36,36,External Rotation,Prehab,rotation,other,,,,rotator_cuff; rear_delts,rotator_cuff; rear_delts,,,zero_non_hypertrophy,none_intentional,Cable,bilateral,reps,isolation,low,low,warmup; isolation; accessory,1,8,true,false,false,true,false,,high,builtiq_master | master_movement=External Rotation | quality_pass_BIQ-0212 | review_only_not_applied,isolation other; low fatigue; low skill; bilateral; reps measurement; volume policy zero_non_hypertrophy; no hypertrophy primary by design; zero hypertrophy volume credit
master:26,26,Face Pull,Accessory,horizontal_pull,horizontal_pull,rear_delts,,rear_delts,upper_back; rotator_cuff,rear_delts; upper_back; rotator_cuff,,rear_delts:1; biceps:0.5,strength_hypertrophy,assigned,Cable,bilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Horizontal Pull | quality_pass_BIQ-0212 | review_only_not_applied,"compound horizontal pull; medium fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits rear_delts:1, biceps:0.5"
master:110,110,Farmer Carry,Carry,carry,carry,,,,forearms; upper_back; abs; glutes,forearms; upper_back; abs; glutes,,,zero_non_hypertrophy,none_intentional,Dumbbell,bilateral,distance,compound,medium,low,accessory,20,40,false,false,false,false,false,,high,builtiq_master | master_movement=Carry | quality_pass_BIQ-0212 | review_only_not_applied,Bilateral loaded locomotion. Muscles are involved; no simple hypertrophy primary.; compound carry; medium fatigue; low skill; bilateral; distance measurement; volume policy zero_non_hypertrophy; no hypertrophy primary by design; zero hypertrophy volume credit
master:231,231,Figure-Four Stretch,Mobility,rotation,other,glutes,,,glutes,glutes,,,zero_non_hypertrophy,none_intentional,Bodyweight,bilateral,reps,isolation,low,low,warmup; isolation; accessory,1,8,true,false,false,true,false,,high,builtiq_master | master_movement=Hip External Rotation Mobility | quality_pass_BIQ-0212 | review_only_not_applied,isolation other; low fatigue; low skill; bilateral; reps measurement; volume policy zero_non_hypertrophy; no hypertrophy primary by design; zero hypertrophy volume credit
master:183,183,Floor Press,Compound,horizontal_push,horizontal_push,chest,,chest,triceps; front_delts,chest; triceps; front_delts,,chest:1; triceps:0.5; front_delts:0.5,strength_hypertrophy,assigned,Dumbbell,bilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Horizontal Push | quality_pass_BIQ-0212 | review_only_not_applied,"compound horizontal push; medium fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits chest:1, triceps:0.5, front_delts:0.5"
master:88,88,Frog Pump,Accessory,hinge,hinge,glutes,,glutes,,glutes,,glutes:1; hamstrings:0.5,strength_hypertrophy,assigned,Bodyweight,bilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Hip Extension | quality_pass_BIQ-0212 | review_only_not_applied,"compound hinge; medium fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits glutes:1, hamstrings:0.5"
master:111,111,Front Rack Carry,Carry,carry,carry,abs,,,abs; upper_back; front_delts; glutes,abs; upper_back; front_delts; glutes,,,zero_non_hypertrophy,none_intentional,Kettlebell,bilateral,distance,compound,medium,medium,accessory,20,40,false,false,false,false,false,,high,builtiq_master | master_movement=Carry | quality_pass_BIQ-0212 | review_only_not_applied,compound carry; medium fatigue; medium skill; bilateral; distance measurement; volume policy zero_non_hypertrophy; no hypertrophy primary by design; zero hypertrophy volume credit
master:33,33,Front Raise,Isolation,other,other,front_delts,,front_delts,,front_delts,,front_delts:1,strength_hypertrophy,assigned,Dumbbell,bilateral,reps,isolation,low,low,isolation; accessory,8,15,false,false,false,false,false,,high,builtiq_master | master_movement=Shoulder Flexion | quality_pass_BIQ-0212 | review_only_not_applied,Shoulder flexion. Chest is not a hypertrophy target.; isolation other; low fatigue; low skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits front_delts:1
master:55,55,Front Squat,Compound,squat,squat,quads,,quads,glutes; abs; upper_back,quads; glutes; abs; upper_back,,quads:1; glutes:0.5,strength_hypertrophy,assigned,Barbell,bilateral,reps,compound,high,medium,primary; secondary,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Squat | quality_pass_BIQ-0212 | review_only_not_applied,"compound squat; high fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits quads:1, glutes:0.5"
master:78,78,Glute Bridge,Accessory,hinge,hinge,glutes,,glutes,hamstrings,glutes; hamstrings,,glutes:1; hamstrings:0.5,strength_hypertrophy,assigned,Bodyweight,bilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Hip Extension | quality_pass_BIQ-0212 | review_only_not_applied,"compound hinge; medium fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits glutes:1, hamstrings:0.5"
master:85,85,Glute Kickback,Isolation,hinge,elbow_extension,glutes,,glutes,hamstrings,glutes; hamstrings,,glutes:1,strength_hypertrophy,assigned,Cable,bilateral,reps,isolation,low,medium,isolation; accessory,8,15,false,false,false,false,false,,high,builtiq_master | master_movement=Hip Extension | quality_pass_BIQ-0212 | review_only_not_applied,isolation elbow extension; low fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits glutes:1
master:56,56,Goblet Squat,Compound,squat,squat,quads,,quads,glutes; abs,quads; glutes; abs,,quads:1; glutes:0.5,strength_hypertrophy,assigned,Dumbbell,bilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Squat | quality_pass_BIQ-0212 | review_only_not_applied,"compound squat; medium fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits quads:1, glutes:0.5"
master:76,76,Good Morning,Compound,hinge,hinge,hamstrings,,hamstrings,glutes,hamstrings; glutes,Back,hamstrings:1; glutes:0.5,strength_hypertrophy,assigned,Barbell,bilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,medium,builtiq_master | master_movement=Hinge | quality_pass_BIQ-0212 | review_only_not_applied,"compound hinge; medium fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits hamstrings:1, glutes:0.5"
master:236,236,Grip Squeeze,Isolation,other,other,,,forearms,,forearms,,forearms:1,strength_hypertrophy,assigned,Gripper,bilateral,reps,isolation,low,medium,isolation; accessory,8,15,false,false,false,false,false,,high,builtiq_master | master_movement=Grip | quality_pass_BIQ-0212 | review_only_not_applied,isolation other; low fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits forearms:1
master:233,233,Groin Stretch,Mobility,rotation,other,adductors,,,adductors; hip_flexors,adductors; hip_flexors,,,zero_non_hypertrophy,none_intentional,Bodyweight,bilateral,reps,isolation,low,low,warmup; isolation; accessory,1,8,true,false,false,true,false,,high,builtiq_master | master_movement=Hip Abduction Mobility | quality_pass_BIQ-0212 | review_only_not_applied,isolation other; low fatigue; low skill; bilateral; reps measurement; volume policy zero_non_hypertrophy; no hypertrophy primary by design; zero hypertrophy volume credit
master:57,57,Hack Squat,Compound,squat,squat,quads,,quads,glutes,quads; glutes,,quads:1; glutes:0.5,strength_hypertrophy,assigned,Machine,bilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Squat | quality_pass_BIQ-0212 | review_only_not_applied,"compound squat; medium fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits quads:1, glutes:0.5"
master:168,168,Half-Kneeling Landmine Press,Compound,horizontal_push,vertical_push,side_delts,,front_delts,chest; triceps; abs,front_delts; chest; triceps; abs,,front_delts:1; triceps:0.5,strength_hypertrophy,assigned,Landmine,unilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Diagonal Push | quality_pass_BIQ-0212 | review_only_not_applied,"Half-kneeling stance is asymmetrical. Front delts are the press primary; chest is involvement only.; compound vertical push; medium fatigue; medium skill; unilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits front_delts:1, triceps:0.5"
master:40,40,Hammer Curl,Isolation,other,elbow_flexion,,,biceps,forearms,biceps; forearms,,biceps:1,strength_hypertrophy,assigned,Dumbbell,bilateral,reps,isolation,low,low,isolation; accessory,8,15,false,false,false,false,false,,high,builtiq_master | master_movement=Elbow Flexion | quality_pass_BIQ-0212 | review_only_not_applied,isolation elbow flexion; low fatigue; low skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits biceps:1
master:230,230,Hamstring Stretch,Mobility,rotation,other,hamstrings,,,hamstrings; calves,hamstrings; calves,,,zero_non_hypertrophy,none_intentional,Bodyweight,bilateral,reps,isolation,low,low,warmup; isolation; accessory,1,8,true,false,false,true,false,,high,builtiq_master | master_movement=Hip Flexion Mobility | quality_pass_BIQ-0212 | review_only_not_applied,isolation other; low fatigue; low skill; bilateral; reps measurement; volume policy zero_non_hypertrophy; no hypertrophy primary by design; zero hypertrophy volume credit
master:188,188,Handstand Push-Up,Bodyweight,vertical_push,horizontal_push,side_delts,,chest,triceps,chest; triceps,,chest:1; triceps:0.5; front_delts:0.5,strength_hypertrophy,assigned,Bodyweight,bilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Vertical Push | quality_pass_BIQ-0212 | review_only_not_applied,"compound horizontal push; medium fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits chest:1, triceps:0.5, front_delts:0.5"
master:257,257,Hang Clean,Power,hinge,olympic,,,,glutes; quads; hamstrings; upper_back,glutes; quads; hamstrings; upper_back,,,zero_non_hypertrophy,none_intentional,Barbell,bilateral,reps,compound,high,high,power,1,3,false,true,true,false,false,,high,builtiq_master | master_movement=Hinge/Power | quality_pass_BIQ-0212 | review_only_not_applied,Olympic/power lift. High technical and systemic demand; zero hypertrophy set credit.; compound olympic; high fatigue; high skill; bilateral; reps measurement; volume policy zero_non_hypertrophy; no hypertrophy primary by design; zero hypertrophy volume credit
master:104,104,Hanging Knee Raise,Core,other,core_flexion,abs,,abs,hip_flexors; forearms,abs; hip_flexors; forearms,,abs:1,core,assigned,Bodyweight,bilateral,reps,isolation,low,low,isolation; accessory,8,15,false,false,false,false,false,,high,builtiq_master | master_movement=Hip Flexion | quality_pass_BIQ-0212 | review_only_not_applied,isolation core flexion; low fatigue; low skill; bilateral; reps measurement; volume policy core; hypertrophy credits abs:1
master:105,105,Hanging Leg Raise,Core,other,core_flexion,abs,,abs,hip_flexors; forearms,abs; hip_flexors; forearms,,abs:1,core,assigned,Bodyweight,bilateral,reps,isolation,low,low,isolation; accessory,8,15,false,false,false,false,false,,high,builtiq_master | master_movement=Hip Flexion | quality_pass_BIQ-0212 | review_only_not_applied,isolation core flexion; low fatigue; low skill; bilateral; reps measurement; volume policy core; hypertrophy credits abs:1
master:217,217,Heel Tap,Core,rotation,core_lateral_flexion,obliques,,obliques,abs,obliques; abs,,obliques:1,core,assigned,Bodyweight,bilateral,reps,isolation,low,medium,isolation; accessory,8,15,false,false,false,false,false,,high,builtiq_master | master_movement=Lateral Flexion | quality_pass_BIQ-0212 | review_only_not_applied,isolation core lateral flexion; low fatigue; medium skill; bilateral; reps measurement; volume policy core; hypertrophy credits obliques:1
master:213,213,Heel Walk,Carry,other,other,,,tibialis,,tibialis,,tibialis:1,strength_hypertrophy,assigned,Bodyweight,alternating,distance,isolation,low,medium,isolation; accessory,20,40,false,false,false,false,false,,high,builtiq_master | master_movement=Dorsiflexion | quality_pass_BIQ-0212 | review_only_not_applied,isolation other; low fatigue; medium skill; alternating; distance measurement; volume policy strength_hypertrophy; hypertrophy credits tibialis:1
master:18,18,High Row,Compound,horizontal_pull,horizontal_pull,upper_back,,upper_back,lats; rear_delts; biceps,upper_back; lats; rear_delts; biceps,,upper_back:1; biceps:0.5,strength_hypertrophy,assigned,Machine,bilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Diagonal Pull | quality_pass_BIQ-0212 | review_only_not_applied,"compound horizontal pull; medium fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits upper_back:1, biceps:0.5"
master:86,86,Hip Abduction,Isolation,other,other,,,glutes,,glutes,Glute Minimus,glutes:1,strength_hypertrophy,assigned,Machine,bilateral,reps,isolation,low,medium,isolation; accessory,8,15,false,false,false,false,false,,medium,builtiq_master | master_movement=Hip Abduction | quality_pass_BIQ-0212 | review_only_not_applied,isolation other; low fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits glutes:1
master:87,87,Hip Adduction,Isolation,other,other,adductors,,adductors,,adductors,,adductors:1,strength_hypertrophy,assigned,Machine,bilateral,reps,isolation,low,medium,isolation; accessory,8,15,false,false,false,false,false,,high,builtiq_master | master_movement=Hip Adduction | quality_pass_BIQ-0212 | review_only_not_applied,isolation other; low fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits adductors:1
master:130,130,Hip Airplane,Mobility,other,other,glutes,,,glutes; abs,glutes; abs,,,zero_non_hypertrophy,none_intentional,Bodyweight,bilateral,reps,isolation,low,low,warmup; isolation; accessory,1,8,true,false,false,true,false,,high,builtiq_master | master_movement=Hip Stability | quality_pass_BIQ-0212 | review_only_not_applied,isolation other; low fatigue; low skill; bilateral; reps measurement; volume policy zero_non_hypertrophy; no hypertrophy primary by design; zero hypertrophy volume credit
master:136,136,Hip Flexor Stretch,Mobility,rotation,other,hip_flexors,,,hip_flexors; quads,hip_flexors; quads,,,zero_non_hypertrophy,none_intentional,Bodyweight,bilateral,reps,isolation,low,low,warmup; isolation; accessory,1,8,true,false,false,true,false,,high,builtiq_master | master_movement=Hip Extension Mobility | quality_pass_BIQ-0212 | review_only_not_applied,isolation other; low fatigue; low skill; bilateral; reps measurement; volume policy zero_non_hypertrophy; no hypertrophy primary by design; zero hypertrophy volume credit
master:77,77,Hip Thrust,Compound,hinge,hinge,glutes,,glutes,hamstrings,glutes; hamstrings,,glutes:1; hamstrings:0.5,strength_hypertrophy,assigned,Barbell,bilateral,reps,compound,high,medium,primary; secondary,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Hip Extension | quality_pass_BIQ-0212 | review_only_not_applied,"compound hinge; high fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits glutes:1, hamstrings:0.5"
master:218,218,Hollow Hold,Isometric,other,core_anti_extension,abs,,abs,hip_flexors,abs; hip_flexors,,abs:1,core,assigned,Bodyweight,bilateral,time,isolation,low,medium,isolation; accessory,20,45,false,false,false,false,false,,high,builtiq_master | master_movement=Anti-Extension | quality_pass_BIQ-0212 | review_only_not_applied,isolation core anti extension; low fatigue; medium skill; bilateral; time measurement; volume policy core; hypertrophy credits abs:1
master:219,219,Hollow Rock,Core,other,core_anti_extension,abs,,abs,hip_flexors,abs; hip_flexors,,abs:1,core,assigned,Bodyweight,bilateral,reps,isolation,low,medium,isolation; accessory,8,15,false,false,false,false,false,,high,builtiq_master | master_movement=Anti-Extension | quality_pass_BIQ-0212 | review_only_not_applied,isolation core anti extension; low fatigue; medium skill; bilateral; reps measurement; volume policy core; hypertrophy credits abs:1
master:5,5,Incline Chest Fly,Isolation,other,horizontal_push,chest,,chest,front_delts,chest; front_delts,,chest:1,strength_hypertrophy,assigned,Dumbbell,bilateral,reps,isolation,low,medium,isolation; accessory,8,15,false,false,false,false,false,,high,builtiq_master | master_movement=Horizontal Adduction | quality_pass_BIQ-0212 | review_only_not_applied,isolation horizontal push; low fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits chest:1
master:42,42,Incline Curl,Isolation,other,elbow_flexion,biceps,,biceps,,biceps,,biceps:1,strength_hypertrophy,assigned,Dumbbell,bilateral,reps,isolation,low,low,isolation; accessory,8,15,false,false,false,false,false,,high,builtiq_master | master_movement=Elbow Flexion | quality_pass_BIQ-0212 | review_only_not_applied,isolation elbow flexion; low fatigue; low skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits biceps:1
master:2,2,Incline Press,Compound,horizontal_push,horizontal_push,chest,,chest,triceps; front_delts,chest; triceps; front_delts,,chest:1; triceps:0.5; front_delts:0.5,strength_hypertrophy,assigned,Dumbbell,bilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Horizontal Push | quality_pass_BIQ-0212 | review_only_not_applied,"compound horizontal push; medium fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits chest:1, triceps:0.5, front_delts:0.5"
master:7,7,Incline Push-Up,Bodyweight,horizontal_push,horizontal_push,chest,,chest,triceps; front_delts,chest; triceps; front_delts,,chest:1; triceps:0.5; front_delts:0.5,strength_hypertrophy,assigned,Bodyweight,bilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Horizontal Push | quality_pass_BIQ-0212 | review_only_not_applied,"compound horizontal push; medium fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits chest:1, triceps:0.5, front_delts:0.5"
master:37,37,Internal Rotation,Prehab,rotation,other,,,,rotator_cuff; chest; lats,rotator_cuff; chest; lats,,,zero_non_hypertrophy,none_intentional,Cable,bilateral,reps,isolation,low,low,warmup; isolation; accessory,1,8,true,false,false,true,false,,high,builtiq_master | master_movement=Internal Rotation | quality_pass_BIQ-0212 | review_only_not_applied,isolation other; low fatigue; low skill; bilateral; reps measurement; volume policy zero_non_hypertrophy; no hypertrophy primary by design; zero hypertrophy volume credit
master:25,25,Inverted Row,Bodyweight,horizontal_pull,horizontal_pull,,,upper_back,lats; biceps; rear_delts; abs,upper_back; lats; biceps; rear_delts; abs,,upper_back:1; biceps:0.5,strength_hypertrophy,assigned,Bodyweight; Suspension Trainer,bilateral,reps,compound,medium,medium,secondary; accessory,5,10,false,false,true,false,false,,high,builtiq_master | master_movement=Horizontal Pull | quality_pass_BIQ-0212 | review_only_not_applied,"compound horizontal pull; medium fatigue; medium skill; bilateral; reps measurement; volume policy strength_hypertrophy; hypertrophy credits upper_back:1, biceps:0.5"
master:223,223,Jefferson Curl,Mobility,other,hinge,hamstrings,,hamstrings,spinal_erectors,hamstrings; spinal_erectors,,,zero_non_hypertrophy,assigned,Light Dumbbell,bilateral,reps,isolation,low,medium,warmup; accessory,1,8,true,false,false,true,true,loaded_spinal_flexion_programming_risk,review,builtiq_master | master_movement=Segmental Flexion | quality_pass_BIQ-0212 | review_only_not_applied,Segmental spinal flexion. Not an elbow-flexion curl.; isolation hinge; low fatigue; medium skill; bilateral; reps measurement; volume policy zero_non_hypertrophy; zero hypertrophy volume credit
master:248,248,Jump Rope,Conditioning,other,jump,calves,,,calves; abs,calves; abs,,,zero_non_hypertrophy,none_intentional,Jump Rope,bilateral,time,compound,medium,low,power; accessory,30,90,false,true,false,false,false,,high,builtiq_master | master_movement=Cardio/Reactive | quality_pass_BIQ-0212 | review_only_not_applied,compound jump; medium fatigue; low skill; bilateral; time measurement; volume policy zero_non_hypertrophy; no hypertrophy primary by design; zero hypertrophy volume credit
master:174,174,Kettlebell Clean,Power,hinge,olympic,glutes,,,glutes; hamstrings; abs,glutes; hamstrings; abs,,,zero_non_hypertrophy,none_intentional,Kettlebell,bilateral,reps,compound,high,high,power; secondary; accessory,1,5,false,true,true,false,false,,high,builtiq_master | master_movement=Hinge/Power | quality_pass_BIQ-0212 | review_only_not_applied,compound olympic; high fatigue; high skill; bilateral; reps measurement; volume policy zero_non_hypertrophy; no hypertrophy primary by design; zero hypertrophy volume credit
