id,name,external_source,external_id,exercise_type,category,muscle_group,equipment,movement_pattern,instructions,thumbnail_url,gif_url,media_url,is_system,is_archived
0204,cable rear drive,exercisedb,0204,upper arms,upper arms,shoulders,cable,,"Attach a handle to a low pulley cable machine and stand facing away from the machine. Grasp the handle with an overhand grip and extend your arms straight out in front of you. Keeping your elbows stationary, pull the handle back towards your body, squeezing your triceps at the end of the movement. Slowly return the handle to the starting position and repeat for the desired number of repetitions.",images/0204-c3QQLPi.jpg,videos/0204-c3QQLPi.gif,videos/0204-c3QQLPi.gif,true,false
0205,cable rear pulldown,exercisedb,0205,back,back,biceps,cable,,"Adjust the cable machine so that the pulley is at the highest position. Sit facing the machine with your feet flat on the ground and your knees slightly bent. Grasp the cable attachment with an overhand grip, hands slightly wider than shoulder-width apart. Lean back slightly, keeping your back straight and your chest up. Pull the cable attachment down towards your chest, squeezing your shoulder blades together. Pause for a moment at the bottom of the movement, then slowly release the cable back up to the starting position. Repeat for the desired number of repetitions.",images/0205-SpsOSXk.jpg,videos/0205-SpsOSXk.gif,videos/0205-SpsOSXk.gif,true,false
0873,cable reverse crunch,exercisedb,0873,waist,waist,hip flexors,cable,,"Attach a cable to a low pulley and lie down facing up on a mat. Hold the cable with both hands and extend your arms straight up towards the ceiling. Bend your knees and lift your legs up, bringing your thighs towards your chest. While keeping your upper body stable, curl your pelvis up towards your chest, lifting your hips off the mat. Pause for a moment at the top, then slowly lower your hips back down to the starting position. Repeat for the desired number of repetitions.",images/0873-RqOtqD7.jpg,videos/0873-RqOtqD7.gif,videos/0873-RqOtqD7.gif,true,false
0206,cable reverse curl,exercisedb,0206,upper arms,upper arms,forearms,cable,,"Attach a straight bar to a low pulley cable machine. Stand facing the machine with your feet shoulder-width apart and your knees slightly bent. Grasp the bar with an underhand grip, hands shoulder-width apart. Keep your elbows close to your sides and your upper arms stationary throughout the exercise. Exhale and curl the bar up towards your shoulders, contracting your biceps. Pause for a moment at the top, squeezing your biceps. Inhale and slowly lower the bar back to the starting position, fully extending your arms. Repeat for the desired number of repetitions.",images/0206-eOG0r6v.jpg,videos/0206-eOG0r6v.gif,videos/0206-eOG0r6v.gif,true,false
2406,cable reverse grip triceps pushdown (sz-bar) (with arm blaster),exercisedb,2406,upper arms,upper arms,forearms,cable,,"Attach a straight bar to the cable machine at the highest setting. Stand facing the cable machine with your feet shoulder-width apart. Grasp the bar with an underhand grip, palms facing up, and your hands shoulder-width apart. Keep your elbows close to your sides and your upper arms stationary throughout the exercise. Engage your triceps and slowly push the bar down until your arms are fully extended. Pause for a moment at the bottom, then slowly return the bar to the starting position. Repeat for the desired number of repetitions.",images/2406-ThKP69G.jpg,videos/2406-ThKP69G.gif,videos/2406-ThKP69G.gif,true,false
1413,cable reverse one arm curl,exercisedb,1413,upper arms,upper arms,forearms,cable,,"Stand facing a cable machine with your feet shoulder-width apart. Grasp the cable handle with an underhand grip, palm facing down. Keep your elbow close to your side and slowly curl your forearm up towards your shoulder. Pause for a moment at the top, then slowly lower your forearm back down to the starting position. Repeat for the desired number of repetitions.",images/1413-gVlnLIJ.jpg,videos/1413-gVlnLIJ.gif,videos/1413-gVlnLIJ.gif,true,false
0209,cable reverse preacher curl,exercisedb,0209,upper arms,upper arms,forearms,cable,,"Adjust the cable machine so that the preacher curl pad is at chest height. Sit on the preacher curl bench and place your upper arms on the pad, with your palms facing down and your elbows fully extended. Grab the cable handles with an underhand grip, shoulder-width apart. Keeping your upper arms stationary, exhale and curl the handles towards your shoulders, contracting your biceps. Pause for a moment at the top of the movement, squeezing your biceps. Inhale and slowly lower the handles back to the starting position, fully extending your elbows. Repeat for the desired number of repetitions.",images/0209-IwX5NqK.jpg,videos/0209-IwX5NqK.gif,videos/0209-IwX5NqK.gif,true,false
0210,cable reverse wrist curl,exercisedb,0210,lower arms,lower arms,forearms,cable,,"Attach a cable to a low pulley and sit on a bench facing the cable machine. Grasp the cable handle with an overhand grip, palms facing down. Rest your forearms on your thighs, with your wrists hanging off the edge. Keeping your forearms stationary, exhale and curl your wrists upward as far as possible. Pause for a moment at the top, then inhale and slowly lower your wrists back down to the starting position. Repeat for the desired number of repetitions.",images/0210-eYmsEPR.jpg,videos/0210-eYmsEPR.gif,videos/0210-eYmsEPR.gif,true,false
0207,cable reverse-grip pushdown,exercisedb,0207,upper arms,upper arms,forearms,cable,,"Attach a straight bar to a high pulley cable machine. Stand facing the machine with your feet shoulder-width apart. Grasp the bar with an underhand grip, palms facing up, and your hands shoulder-width apart. Keep your elbows close to your sides and your upper arms stationary throughout the exercise. Using your triceps, push the bar down until your arms are fully extended and your triceps are contracted. Pause for a moment, then slowly return the bar to the starting position. Repeat for the desired number of repetitions.",images/0207-VjYliFZ.jpg,videos/0207-VjYliFZ.gif,videos/0207-VjYliFZ.gif,true,false
0208,cable reverse-grip straight back seated high row,exercisedb,0208,back,back,biceps,cable,,"Sit on the seat facing the cable machine with your feet flat on the floor. Grasp the cable attachment with an underhand grip, palms facing up, and your hands shoulder-width apart. Keep your back straight and lean slightly forward from your hips. Pull the cable towards your torso by retracting your shoulder blades and squeezing your back muscles. Pause for a moment at the peak of the contraction, then slowly release the cable back to the starting position. Repeat for the desired number of repetitions.",images/0208-PNtsX17.jpg,videos/0208-PNtsX17.gif,videos/0208-PNtsX17.gif,true,false
1320,cable rope crossover seated row,exercisedb,1320,back,back,biceps,cable,,"Sit on the rowing machine with your feet flat on the footrests and your knees slightly bent. Grasp the cable ropes with an overhand grip, palms facing each other. Lean back slightly, keeping your back straight and your core engaged. Pull the cable ropes towards your chest, squeezing your shoulder blades together. Pause for a moment at the peak of the movement, then slowly release the tension and return to the starting position. Repeat for the desired number of repetitions.",images/1320-UFGF6gk.jpg,videos/1320-UFGF6gk.gif,videos/1320-UFGF6gk.gif,true,false
1321,cable rope elevated seated row,exercisedb,1321,back,back,biceps,cable,,"Sit on the elevated seat facing the cable machine. Grab the cable rope handles with an overhand grip, palms facing each other. Keep your back straight and lean slightly back, maintaining a slight bend in your knees. Pull the cable towards your body by retracting your shoulder blades and squeezing your back muscles. Pause for a moment at the fully contracted position. Slowly release the tension and extend your arms back to the starting position. Repeat for the desired number of repetitions.",images/1321-c8oybX6.jpg,videos/1321-c8oybX6.gif,videos/1321-c8oybX6.gif,true,false
1322,cable rope extension incline bench row,exercisedb,1322,back,back,biceps,cable,,"Set up an incline bench at a 45-degree angle and attach a cable machine to the low pulley. Attach a rope handle to the cable machine and sit on the incline bench facing the machine. Grab the rope handle with an overhand grip and lean forward, keeping your back straight. Extend your arms fully, pulling the rope towards your upper chest while keeping your elbows close to your body. Squeeze your shoulder blades together at the end of the movement. Slowly release the tension and return to the starting position. Repeat for the desired number of repetitions.",images/1322-MgKwAAo.jpg,videos/1322-MgKwAAo.gif,videos/1322-MgKwAAo.gif,true,false
1639,cable rope hammer preacher curl,exercisedb,1639,upper arms,upper arms,forearms,cable,,"Attach a rope attachment to a low pulley cable machine. Stand facing the machine with your feet shoulder-width apart. Grasp the rope with a neutral grip (palms facing each other). Position your upper arms against the preacher bench pad, keeping your elbows slightly bent. Keeping your upper arms stationary, exhale and curl the rope towards your shoulders by contracting your biceps. Hold the contracted position for a brief pause as you squeeze your biceps. Inhale and slowly lower the rope back to the starting position. Repeat for the desired number of repetitions.",images/1639-PcPe0P5.jpg,videos/1639-PcPe0P5.gif,videos/1639-PcPe0P5.gif,true,false
1724,cable rope high pulley overhead tricep extension,exercisedb,1724,upper arms,upper arms,shoulders,cable,,"Attach a rope to a high pulley and adjust the weight accordingly. Stand facing away from the pulley machine with your feet shoulder-width apart. Grasp the rope with both hands, palms facing down, and bring your hands above your head. Keep your upper arms close to your head and perpendicular to the floor. Slowly lower the rope behind your head by bending your elbows. Pause for a moment, then extend your arms back to the starting position. Repeat for the desired number of repetitions.",images/1724-NN8nSNT.jpg,videos/1724-NN8nSNT.gif,videos/1724-NN8nSNT.gif,true,false
1725,cable rope incline tricep extension,exercisedb,1725,upper arms,upper arms,shoulders,cable,,"Attach a rope to a high pulley and adjust the incline bench to a comfortable angle. Stand facing away from the pulley with your feet shoulder-width apart. Grasp the rope with an overhand grip and extend your arms straight overhead. Keep your elbows close to your head and your upper arms stationary throughout the exercise. Lower the rope behind your head by bending your elbows until your forearms touch your biceps. Pause for a moment, then extend your arms back to the starting position. Repeat for the desired number of repetitions.",images/1725-ZujAdR9.jpg,videos/1725-ZujAdR9.gif,videos/1725-ZujAdR9.gif,true,false
1726,cable rope lying on floor tricep extension,exercisedb,1726,upper arms,upper arms,shoulders,cable,,"Attach a rope to a cable machine and set it to the lowest position. Lie on the floor facing up, with your head towards the cable machine. Hold the rope with both hands, palms facing each other, and extend your arms straight up towards the ceiling. Keep your upper arms stationary and slowly lower the rope towards your forehead, bending your elbows. Pause for a moment, then extend your arms back up to the starting position. Repeat for the desired number of repetitions.",images/1726-U3ffHlY.jpg,videos/1726-U3ffHlY.gif,videos/1726-U3ffHlY.gif,true,false
1640,cable rope one arm hammer preacher curl,exercisedb,1640,upper arms,upper arms,forearms,cable,,"Attach a rope handle to a low pulley cable machine. Stand facing the machine with your feet shoulder-width apart. Grasp the rope handle with an underhand grip, palms facing up. Position your upper arm against the preacher bench pad, keeping your elbow slightly bent. Keep your back straight and your core engaged throughout the exercise. Slowly curl the rope handle towards your shoulder, keeping your upper arm stationary. Squeeze your biceps at the top of the movement, then slowly lower the rope handle back to the starting position. Repeat for the desired number of repetitions, then switch arms.",images/1640-4hATdoB.jpg,videos/1640-4hATdoB.gif,videos/1640-4hATdoB.gif,true,false
1323,cable rope seated row,exercisedb,1323,back,back,biceps,cable,,"Sit on the rowing machine with your feet flat on the footrests and knees slightly bent. Grasp the cable ropes with an overhand grip, palms facing each other. Keep your back straight and lean slightly forward, maintaining a slight bend in your elbows. Pull the cable ropes towards your body, squeezing your shoulder blades together. Pause for a moment at the peak of the movement, then slowly release the tension and return to the starting position. Repeat for the desired number of repetitions.",images/1323-SJqRxOt.jpg,videos/1323-SJqRxOt.gif,videos/1323-SJqRxOt.gif,true,false
0211,cable russian twists (on stability ball),exercisedb,0211,waist,waist,obliques,cable,,"Sit on a stability ball with your feet flat on the ground and your knees bent at a 90-degree angle. Hold the cable handle with both hands and extend your arms straight out in front of you. Lean back slightly while keeping your back straight and your core engaged. Twist your torso to the right, bringing the cable handle towards your right hip. Pause for a moment, then twist your torso to the left, bringing the cable handle towards your left hip. Continue alternating twists for the desired number of repetitions.",images/0211-d9Xaxq6.jpg,videos/0211-d9Xaxq6.gif,videos/0211-d9Xaxq6.gif,true,false
2144,cable seated chest press,exercisedb,2144,chest,chest,shoulders,cable,,"Adjust the seat height and cable handles to a comfortable position. Sit on the bench with your back straight and feet flat on the floor. Grasp the cable handles with an overhand grip at shoulder height. Push the handles forward and away from your body, extending your arms fully. Pause for a moment, then slowly bring the handles back to the starting position. Repeat for the desired number of repetitions.",images/2144-nIR4Rwl.jpg,videos/2144-nIR4Rwl.gif,videos/2144-nIR4Rwl.gif,true,false
0212,cable seated crunch,exercisedb,0212,waist,waist,obliques,cable,,"Sit on a cable machine with your feet flat on the ground and your knees bent. Hold the cable handle with both hands and position it behind your head. Engage your abs and slowly curl your upper body forward, bringing your chest towards your knees. Pause for a moment at the top, then slowly return to the starting position. Repeat for the desired number of repetitions.",images/0212-8xUv4J7.jpg,videos/0212-8xUv4J7.gif,videos/0212-8xUv4J7.gif,true,false
1641,cable seated curl,exercisedb,1641,upper arms,upper arms,forearms,cable,,"Sit on a cable machine with your feet flat on the ground and your back straight. Grasp the cable attachment with an underhand grip, palms facing up, and your arms fully extended. Keeping your upper arms stationary, exhale and curl the cable attachment towards your shoulders, contracting your biceps. Pause for a moment at the top of the movement, squeezing your biceps. Inhale and slowly lower the cable attachment back to the starting position, fully extending your arms. Repeat for the desired number of repetitions.",images/1641-8oYqOt9.jpg,videos/1641-8oYqOt9.gif,videos/1641-8oYqOt9.gif,true,false
0213,cable seated high row (v-bar),exercisedb,0213,back,back,biceps,cable,,"Sit on the cable machine with your feet flat on the floor and your knees slightly bent. Grasp the v-bar attachment with an overhand grip, palms facing each other, and your hands shoulder-width apart. Keep your back straight and lean slightly forward from the hips. Pull the v-bar towards your torso by retracting your shoulder blades and squeezing your back muscles. Pause for a moment at the peak of the contraction, then slowly release the tension and return to the starting position. Repeat for the desired number of repetitions.",images/0213-pwt0pnM.jpg,videos/0213-pwt0pnM.gif,videos/0213-pwt0pnM.gif,true,false
0214,cable seated one arm alternate row,exercisedb,0214,back,back,biceps,cable,,"Sit on a bench facing a cable machine with your feet flat on the ground and knees slightly bent. Grasp the handle with one hand and keep your arm fully extended in front of you. Pull the handle towards your body, retracting your shoulder blade and keeping your elbow close to your side. Pause for a moment at the top of the movement, squeezing your back muscles. Slowly release the handle back to the starting position. Repeat with the other arm. Alternate between arms for the desired number of repetitions.",images/0214-vpp9Ku2.jpg,videos/0214-vpp9Ku2.gif,videos/0214-vpp9Ku2.gif,true,false
1642,cable seated one arm concentration curl,exercisedb,1642,upper arms,upper arms,forearms,cable,,"Sit on a bench with your feet flat on the floor and your back straight. Hold a cable handle with one hand and place your elbow on the inside of your thigh, just above the knee. Keep your upper arm stationary and curl the cable handle towards your shoulder while exhaling. Pause for a moment at the top of the movement, squeezing your biceps. Slowly lower the cable handle back to the starting position while inhaling. Repeat for the desired number of repetitions, then switch arms.",images/1642-rZ80Gbp.jpg,videos/1642-rZ80Gbp.gif,videos/1642-rZ80Gbp.gif,true,false
1643,cable seated overhead curl,exercisedb,1643,upper arms,upper arms,forearms,cable,,"Sit on a bench facing the cable machine with your feet flat on the ground. Grasp the cable attachment with an underhand grip, palms facing up, and your hands shoulder-width apart. Keep your upper arms stationary and your elbows close to your sides. Exhale and curl the cable attachment towards your shoulders, contracting your biceps. Pause for a moment at the top of the movement, squeezing your biceps. Inhale and slowly lower the cable attachment back to the starting position, fully extending your arms. Repeat for the desired number of repetitions.",images/1643-DpWMFP5.jpg,videos/1643-DpWMFP5.gif,videos/1643-DpWMFP5.gif,true,false
0215,cable seated rear lateral raise,exercisedb,0215,shoulders,shoulders,traps,cable,,"Sit on a bench facing the cable machine with your feet flat on the ground. Grasp the cable handles with an overhand grip and extend your arms straight in front of you. Keeping your arms straight, slowly raise them out to the sides until they are parallel to the floor. Pause for a moment at the top, then slowly lower your arms back to the starting position. Repeat for the desired number of repetitions.",images/0215-x825CZm.jpg,videos/0215-x825CZm.gif,videos/0215-x825CZm.gif,true,false
0861,cable seated row,exercisedb,0861,back,back,biceps,cable,,"Sit on the cable row machine with your feet flat on the footrests and your knees slightly bent. Grasp the handles with an overhand grip, keeping your back straight and your shoulders relaxed. Pull the handles towards your body, squeezing your shoulder blades together. Pause for a moment at the peak of the movement, then slowly release the handles back to the starting position. Repeat for the desired number of repetitions.",images/0861-fUBheHs.jpg,videos/0861-fUBheHs.gif,videos/0861-fUBheHs.gif,true,false
0216,cable seated shoulder internal rotation,exercisedb,0216,shoulders,shoulders,rotator cuff,cable,,"Sit on a bench or chair facing the cable machine with your feet flat on the ground. Hold the cable handle with your arm extended straight out in front of you, parallel to the ground. Keep your elbow slightly bent and your shoulder blades pulled back and down. Slowly rotate your arm inward, bringing the cable handle towards the center of your body. Pause for a moment at the end of the movement, then slowly return to the starting position. Repeat for the desired number of repetitions, then switch arms.",images/0216-YPoVrBi.jpg,videos/0216-YPoVrBi.gif,videos/0216-YPoVrBi.gif,true,false
2399,cable seated twist,exercisedb,2399,waist,waist,obliques,cable,,"Sit on a cable machine with your feet flat on the ground and your knees slightly bent. Hold the cable handle with both hands and extend your arms straight in front of you. Keeping your core engaged, slowly rotate your torso to one side, pulling the cable across your body. Pause for a moment at the end of the range of motion, then slowly rotate back to the starting position. Repeat on the other side. Continue alternating sides for the desired number of repetitions.",images/2399-UEjSrKI.jpg,videos/2399-UEjSrKI.gif,videos/2399-UEjSrKI.gif,true,false
0218,cable seated wide-grip row,exercisedb,0218,back,back,biceps,cable,,"Sit on the cable row machine with your feet flat on the footrests and your knees slightly bent. Grasp the handle with a wide overhand grip, palms facing down. Keep your back straight and lean slightly forward from the hips. Pull the handle towards your lower chest, squeezing your shoulder blades together. Pause for a moment at the peak of the contraction. Slowly release the handle back to the starting position, fully extending your arms. Repeat for the desired number of repetitions.",images/0218-qcY50ZD.jpg,videos/0218-qcY50ZD.gif,videos/0218-qcY50ZD.gif,true,false
0219,cable shoulder press,exercisedb,0219,shoulders,shoulders,triceps,cable,,"Adjust the cable machine so that the handles are at shoulder height. Stand facing away from the machine with your feet shoulder-width apart. Grasp the handles with an overhand grip and bring them up to shoulder level, with your elbows bent and pointing outwards. Press the handles upwards until your arms are fully extended overhead. Pause for a moment at the top, then slowly lower the handles back down to shoulder level. Repeat for the desired number of repetitions.",images/0219-PzQanLE.jpg,videos/0219-PzQanLE.gif,videos/0219-PzQanLE.gif,true,false
0220,cable shrug,exercisedb,0220,back,back,shoulders,cable,,"Stand facing the cable machine with your feet shoulder-width apart. Grasp the cable handles with an overhand grip and let your arms hang down in front of you. Keeping your arms straight, shrug your shoulders up towards your ears. Hold the contraction for a moment, then slowly lower your shoulders back down to the starting position. Repeat for the desired number of repetitions.",images/0220-Eg98Ft9.jpg,videos/0220-Eg98Ft9.gif,videos/0220-Eg98Ft9.gif,true,false
0222,cable side bend,exercisedb,0222,waist,waist,obliques,cable,,"Stand with your feet shoulder-width apart and grasp the cable handle with one hand. Keep your back straight and your core engaged. Slowly bend sideways at the waist, lowering the cable handle towards your knee. Pause for a moment, then return to the starting position. Repeat on the other side. Alternate sides for the desired number of repetitions.",images/0222-wPypxFY.jpg,videos/0222-wPypxFY.gif,videos/0222-wPypxFY.gif,true,false
0221,cable side bend crunch (bosu ball),exercisedb,0221,waist,waist,obliques,cable,,"Stand with your feet shoulder-width apart, holding a cable handle in one hand. Place the other hand on your hip. Engage your core and slowly bend sideways towards the hand holding the cable, keeping your back straight. Pause for a moment at the bottom of the movement, then slowly return to the starting position. Repeat for the desired number of repetitions, then switch sides.",images/0221-qatbkEd.jpg,videos/0221-qatbkEd.gif,videos/0221-qatbkEd.gif,true,false
0223,cable side crunch,exercisedb,0223,waist,waist,obliques,cable,,"Attach a cable handle to a low pulley and stand sideways to the machine. Grasp the handle with the hand furthest from the machine and place your other hand on your hip. Keep your feet shoulder-width apart and your knees slightly bent. With your abs engaged, bend sideways at the waist, bringing your elbow down towards your hip. Pause for a moment at the bottom, then slowly return to the starting position. Repeat for the desired number of repetitions, then switch sides.",images/0223-q2ADGqV.jpg,videos/0223-q2ADGqV.gif,videos/0223-q2ADGqV.gif,true,false
1717,cable squat row (with rope attachment),exercisedb,1717,back,back,biceps,cable,,"Attach a rope to a cable machine at waist height. Stand facing the cable machine with your feet shoulder-width apart. Bend your knees and lower your body into a squat position, keeping your back straight and chest up. Grasp the rope with an overhand grip, with your hands shoulder-width apart. Engage your core and pull the rope towards your body, squeezing your shoulder blades together. Keep your elbows close to your body and continue pulling until your hands reach your chest. Pause for a moment at the top of the movement, then slowly release the rope and extend your arms back to the starting position. Repeat for the desired number of repetitions.",images/1717-f7fnAIB.jpg,videos/1717-f7fnAIB.gif,videos/1717-f7fnAIB.gif,true,false
1644,cable squatting curl,exercisedb,1644,upper arms,upper arms,forearms,cable,,"Attach a cable handle to the lowest setting on a cable machine. Stand facing the machine with your feet shoulder-width apart. Hold the cable handle with an underhand grip, palms facing up, and arms fully extended. Lower your body into a squat position, keeping your back straight and knees behind your toes. As you squat down, curl the cable handle towards your shoulders, keeping your elbows close to your sides. Pause for a moment at the top of the curl, squeezing your biceps. Slowly lower the cable handle back to the starting position, fully extending your arms. Repeat for the desired number of repetitions.",images/1644-3XFdb1Z.jpg,videos/1644-3XFdb1Z.gif,videos/1644-3XFdb1Z.gif,true,false
0224,cable standing back wrist curl,exercisedb,0224,lower arms,lower arms,biceps,cable,,"Stand facing a cable machine with your feet shoulder-width apart. Hold the cable handle with an overhand grip, palms facing down. Keep your arms straight and your elbows close to your sides. Slowly curl your wrists upward, bringing the cable handle towards your body. Pause for a moment at the top, then slowly lower the cable handle back to the starting position. Repeat for the desired number of repetitions.",images/0224-VhX2JdE.jpg,videos/0224-VhX2JdE.gif,videos/0224-VhX2JdE.gif,true,false
1375,cable standing calf raise,exercisedb,1375,lower legs,lower legs,hamstrings,cable,,"Stand facing a cable machine with your feet shoulder-width apart. Hold onto the cable machine handles or attach a cable ankle strap to your ankles. Raise your heels off the ground by extending your ankles as high as possible. Pause for a moment at the top, then slowly lower your heels back down to the starting position. Repeat for the desired number of repetitions.",images/1375-yl2IYyy.jpg,videos/1375-yl2IYyy.gif,videos/1375-yl2IYyy.gif,true,false
0225,cable standing cross-over high reverse fly,exercisedb,0225,shoulders,shoulders,trapezius,cable,,"Attach a D-handle to each side of a cable machine at shoulder height. Stand in the middle of the cable machine with your feet shoulder-width apart. Grasp the handles with an overhand grip and extend your arms out to the sides, palms facing forward. Keep a slight bend in your elbows and maintain a straight back throughout the exercise. Engage your shoulder muscles and squeeze your shoulder blades together as you pull the handles towards the front of your body. Pause for a moment at the peak of the movement, then slowly return to the starting position. Repeat for the desired number of repetitions.",images/0225-P5p0j8B.jpg,videos/0225-P5p0j8B.gif,videos/0225-P5p0j8B.gif,true,false
0226,cable standing crunch,exercisedb,0226,waist,waist,obliques,cable,,"Attach a cable handle to a high pulley and stand facing away from the machine. Hold the handle with both hands and place it behind your head, keeping your elbows bent. Stand with your feet shoulder-width apart and your knees slightly bent. Keeping your abs engaged, exhale and crunch your torso down towards your knees, bringing your elbows towards your thighs. Pause for a moment at the bottom of the movement, then slowly return to the starting position. Repeat for the desired number of repetitions.",images/0226-jpgqxiS.jpg,videos/0226-jpgqxiS.gif,videos/0226-jpgqxiS.gif,true,false
0874,cable standing crunch (with rope attachment),exercisedb,0874,waist,waist,obliques,cable,,"Attach a rope to a cable machine at chest height. Stand facing away from the machine with your feet shoulder-width apart. Hold the rope with both hands and bring it behind your head, keeping your elbows bent. Engage your abs and slowly crunch your torso forward, bringing your elbows towards your knees. Pause for a moment at the top of the crunch, then slowly return to the starting position. Repeat for the desired number of repetitions.",images/0874-XU3ePuv.jpg,videos/0874-XU3ePuv.gif,videos/0874-XU3ePuv.gif,true,false
0227,cable standing fly,exercisedb,0227,chest,chest,deltoids,cable,,"Attach the handles to the cables at chest height. Stand with your feet shoulder-width apart, facing away from the cable machine. Grasp the handles with an overhand grip, palms facing forward. Step forward slightly to create tension in the cables. Keep your core engaged and your back straight throughout the exercise. With a slight bend in your elbows, slowly bring your arms forward and together in front of your chest. Squeeze your chest muscles at the peak of the movement. Slowly reverse the movement, returning your arms to the starting position. Repeat for the desired number of repetitions.",images/0227-Pr9Rhf4.jpg,videos/0227-Pr9Rhf4.gif,videos/0227-Pr9Rhf4.gif,true,false
0228,cable standing hip extension,exercisedb,0228,upper legs,upper legs,hamstrings,cable,,"Attach a cable to a low pulley and stand facing away from the machine. Place the cable around your ankle and stand with your feet shoulder-width apart. Keep your core engaged and your back straight throughout the exercise. Slowly extend your leg straight back, squeezing your glutes at the top of the movement. Pause for a moment, then return to the starting position. Repeat for the desired number of repetitions. Switch sides and repeat with the other leg.",images/0228-Kpajagk.jpg,videos/0228-Kpajagk.gif,videos/0228-Kpajagk.gif,true,false
0229,cable standing inner curl,exercisedb,0229,upper arms,upper arms,forearms,cable,,"Stand facing a cable machine with your feet shoulder-width apart. Grasp the cable handle with an underhand grip, palms facing up. Keep your elbows close to your sides and your upper arms stationary. Exhale and curl the cable handle towards your shoulders, contracting your biceps. Pause for a moment at the top of the movement, squeezing your biceps. Inhale and slowly lower the cable handle back to the starting position. Repeat for the desired number of repetitions.",images/0229-YwnI4ja.jpg,videos/0229-YwnI4ja.gif,videos/0229-YwnI4ja.gif,true,false
0230,cable standing lift,exercisedb,0230,waist,waist,obliques,cable,,"Stand facing the cable machine with your feet shoulder-width apart. Hold the cable handle with both hands and position it at waist height. Engage your core and maintain a straight back throughout the exercise. Keeping your arms straight, exhale and lift the cable handle up towards your opposite shoulder, rotating your torso. Pause for a moment at the top, then inhale and slowly lower the cable handle back to the starting position. Repeat for the desired number of repetitions, then switch sides.",images/0230-qFpAkpP.jpg,videos/0230-qFpAkpP.gif,videos/0230-qFpAkpP.gif,true,false
0231,cable standing one arm triceps extension,exercisedb,0231,upper arms,upper arms,shoulders,cable,,"Stand with your feet shoulder-width apart, facing the cable machine. Hold the cable handle with your right hand, palm facing down, and position your arm so that it is fully extended and parallel to the ground. Keep your elbow stationary and close to your body. Slowly bend your elbow, lowering the cable handle towards the back of your head. Pause for a moment at the bottom of the movement, then extend your arm back to the starting position. Repeat for the desired number of repetitions, then switch sides and perform the exercise with your left arm.",images/0231-sYCcnon.jpg,videos/0231-sYCcnon.gif,videos/0231-sYCcnon.gif,true,false
1376,cable standing one leg calf raise,exercisedb,1376,lower legs,lower legs,ankles,cable,,"Stand facing a cable machine with your feet shoulder-width apart. Hold onto the cable machine for support. Lift one leg off the ground and balance on the other leg. Slowly raise your heel off the ground, lifting your body up onto your toes. Pause for a moment at the top, then slowly lower your heel back down to the starting position. Repeat for the desired number of repetitions, then switch legs.",images/1376-fgc9Xdl.jpg,videos/1376-fgc9Xdl.gif,videos/1376-fgc9Xdl.gif,true,false
0232,cable standing pulldown (with rope),exercisedb,0232,upper arms,upper arms,forearms,cable,,"Attach a rope to the cable machine at the highest setting. Stand facing the machine with your feet shoulder-width apart. Grasp the rope with an overhand grip, palms facing down. Keep your back straight and core engaged throughout the exercise. Pull the rope down towards your thighs, squeezing your biceps. Pause for a moment at the bottom, then slowly release the rope back up. Repeat for the desired number of repetitions.",images/0232-CvPn9WV.jpg,videos/0232-CvPn9WV.gif,videos/0232-CvPn9WV.gif,true,false
0233,cable standing rear delt row (with rope),exercisedb,0233,shoulders,shoulders,trapezius,cable,,"Stand facing a cable machine with your feet shoulder-width apart. Hold the cable attachment with both hands, palms facing each other, and step back to create tension in the cable. Keep your back straight and your core engaged. Pull the cable towards your body, squeezing your shoulder blades together. Pause for a moment at the peak of the movement, then slowly release the cable back to the starting position. Repeat for the desired number of repetitions.",images/0233-ZfyAGhK.jpg,videos/0233-ZfyAGhK.gif,videos/0233-ZfyAGhK.gif,true,false
1727,cable standing reverse grip one arm overhead tricep extension,exercisedb,1727,upper arms,upper arms,shoulders,cable,,"Stand facing away from the cable machine with your feet shoulder-width apart. Hold the cable handle with an underhand grip and extend your arm overhead, keeping your elbow close to your head. Keep your upper arm stationary and slowly lower the cable handle behind your head by bending your elbow. Pause for a moment at the bottom, then extend your arm back to the starting position. Repeat for the desired number of repetitions, then switch arms.",images/1727-i11JWU7.jpg,videos/1727-i11JWU7.gif,videos/1727-i11JWU7.gif,true,false
0234,cable standing row (v-bar),exercisedb,0234,back,back,biceps,cable,,"Stand facing the cable machine with your feet shoulder-width apart. Grasp the v-bar attachment with an overhand grip, palms facing down. Keep your back straight and your core engaged. Pull the v-bar towards your body, squeezing your shoulder blades together. Pause for a moment at the peak of the movement, then slowly release the tension and return to the starting position. Repeat for the desired number of repetitions.",images/0234-4f8RXP8.jpg,videos/0234-4f8RXP8.gif,videos/0234-4f8RXP8.gif,true,false
0235,cable standing shoulder external rotation,exercisedb,0235,shoulders,shoulders,rotator cuff,cable,,"Stand with your feet shoulder-width apart and your knees slightly bent. Hold the cable handle with your arm extended in front of you, parallel to the ground. Keep your elbow slightly bent and your shoulder blades pulled back. Slowly rotate your arm outward, away from your body, while keeping your elbow in the same position. Pause for a moment at the end of the movement, then slowly return to the starting position. Repeat for the desired number of repetitions.",images/0235-FWdVhcW.jpg,videos/0235-FWdVhcW.gif,videos/0235-FWdVhcW.gif,true,false
